entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Chảy máu tử cung bất thường,disease,['86'],,mệt mỏi; thiếu máu; chảy máu khó dự đoán; chảy máu nặng; chảy máu nhẹ; chảy máu kéo dài; chảy máu tái diễn; chảy máu không có tính chu kỳ; mức độ từ nhẹ đến nặng; ảnh hưởng chất lượng cuộc sống; aub nhẹ; aub thưa; aub nặng; aub kéo dài; rong kinh; xuất huyết giữa kỳ kinh; chảy máu sau quan hệ; ra máu nhỏ giọt bất kỳ lúc nào trong chu kỳ; ra máu nhiều (cường kinh); xuất huyết sau mãn kinh; chu kỳ kinh dài >35 ngày; chu kỳ kinh ngắn <21 ngày; vô kinh 3–6 tháng,phẫu thuật; estrogen liều cao cho chảy máu cấp tính; progestins dùng theo chu kỳ hoặc liên tục để điều hòa kinh; desmopressin cho bệnh nhân kèm rối loạn đông máu; có thể hỗ trợ bằng nsaid hoặc thuốc chống tiêu sợi huyết (tranexamic acid); cắt bỏ nội mạc tử cung; cắt tử cung; nong nạo (d&c); bác sĩ khai thác chu kỳ kinh; bác sĩ khai thác bệnh sử; khám phụ khoa; thử thai; dùng thuốc; thuốc kháng viêm nonsteroid (ibuprofen); acid tranexamic (cường kinh); kháng sinh (chống nhiễm trùng); cắt bỏ u xơ tử cung; cắt bỏ polyp qua nội soi; cắt bỏ tử cung (biện pháp cuối cùng khi các phương pháp khác không hiệu quả),u xơ tử cung; sẩy thai; rối loạn nội tiết tác động lên lớp nội mạc tử cung trong chu kỳ rụng trứng bình thường; hội chứng buồng trứng đa nang (pcos); tăng prolactin máu; tổn thương tuyến yên hoặc nội sọ; rối loạn đông máu (như bệnh von willebrand); thuốc tránh thai; nội tiết; thay đổi hormone ở tuổi dậy thì; thay đổi hormone ở tiền mãn kinh; không có progesterone do không rụng trứng; estrogen duy trì liên tục; nội mạc tăng sinh bất thường; nội mạc bong không đều; estrogen thấp kéo dài; estrogen cao; chu kỳ không rụng trứng; có thai; u cơ tuyến (lạc nội mạc tử cung trong cơ); dụng cụ tử cung; nhiễm trùng tử cung hoặc cổ tử cung; bệnh máu khó đông; polyp; tăng sản nội mạc tử cung; ung thư tử cung/cổ tử cung/âm đạo; hội chứng buồng trứng đa nang,,,,cần nghi ngờ aub khi có chảy máu bất thường dù khám khung chậu bình thường; cần loại trừ các bệnh khác; cắt bỏ nội mạc tử cung cho bệnh nhân không muốn cắt tử cung hoặc chống chỉ định đại phẫu; mô học thường gặp nhất là quá sản nội mạc đơn thuần; ngắn hơn hoặc dài hơn từ 7 ngày trở lên được coi là bất thường; siêu âm bơm nước buồng tử cung; siêu âm vùng chậu; chụp cộng hưởng từ; nội soi buồng tử cung; sinh thiết nội mạc tử cung,,khuyên bệnh nhân ghi nhật ký theo dõi chảy máu để đánh giá đáp ứng; trấn an rằng hầu hết trường hợp sẽ ngừng chảy máu khi được điều trị đúng mức; giải thích cơ chế sinh lý bệnh để bệnh nhân tuân thủ điều trị lâu dài; cần ghi nhật ký kinh nguyệt trước khi khám,tiến triển thành ung thư nội mạc tử cung nếu không xử trí; thiếu máu thiếu sắt; mất máu nhiều phải nhập viện; quá sản nội mạc tử cung; ung thư biểu mô nội mạc tử cung; vô sinh do không rụng trứng mạn tính
Ung thư buồng trứng,disease,['112'],,báng bụng hoặc tăng kích thước bụng; đau vùng chậu hoặc bụng; khó ăn hoặc cảm thấy đầy bụng nhanh chóng,,,,ung thư biểu mô buồng trứng là một dạng ung thư xảy ra ở các tế bào biểu mô của buồng trứng.,Ung thư tế bào biểu mô; Ung thư tế bào mầm; Ung thư tế bào mô đệm; Ung thư biểu mô buồng trứng,điều trị: phụ thuộc giai đoạn (i-iv) và cấp độ (grade).; xét nghiệm pap không phát hiện được ung thư buồng trứng. khám vùng chậu đôi khi phát hiện bất thường. hiện chưa có xét nghiệm tầm soát chuẩn cho ung thư buồng trứng.,,nên khám định kỳ; cần tái khám định kỳ; xét nghiệm máu ca125; siêu âm,
Trầm cảm,topic,['60'],các nghiên cứu trước đây đã chỉ ra sự liên quan giữa trầm cảm sau sinh với quá trình phát triển của trẻ,,,những người có tổng điểm thấp hơn ngưỡng; những người có điểm số lớn hơn hoặc bằng ngưỡng một lần; những người có điểm số lớn hơn hoặc bằng ngưỡng trầm cảm hai lần trong thai kỳ; trầm cảm mẹ; trầm cảm trước khi mang thai; trầm cảm và lo âu của bố; giới tính; dân tộc; nhân khẩu học; các sự kiện cuộc sống,,,,hạn chế: không thể kết luận quan hệ nhân quả; nghiên cứu này nhấn mạnh tần suất trầm cảm khi mang thai và việc làm mẹ sớm; sử dụng dữ liệu từ Nghiên cứu theo dõi dọc của cha mẹ và trẻ em Avon (ALSPAC); thời gian từ tháng 4 năm 1991 đến tháng 12 năm 1992; sự phát triển chậm ở 18 tháng chưa chắc phản ánh kết quả về sau; dữ liệu dựa trên báo cáo của cha mẹ; cỡ mẫu lớn nhưng vẫn hạn chế; đa số đối tượng là người Anh da trắng nên khó khái quát hóa,,các bà mẹ bị trầm cảm trong thai kì hoặc sau sinh không nên lo lắng quá rằng bệnh lý của họ có thể gây ra tình trạng chậm phát triển của con sau này; sự cần thiết của chăm sóc sức khỏe tâm thần cho thai phụ; quan trọng là nhân viên y tế cần cảnh giác và hỗ trợ để đảm bảo mẹ và bé được chăm sóc đầy đủ,trẻ em có mẹ bị trầm cảm khi mang thai có nhiều khả năng bị chậm phát triển; nghiên cứu này không thể đưa ra kết luận rằng trầm cảm bất kì thời điểm nào cũng là nguyên nhân gây chậm phát triển; trẻ được xem là chậm phát triển nếu chúng không hoàn thành nhiều hơn một mục trong bảng câu hỏi; nguy cơ chậm phát triển ở trẻ giảm nhưng vẫn có ý nghĩa với ngưỡng 10/11 và 12/13; một số ảnh hưởng đối với sự phát triển sớm của trẻ có thể là do trầm cảm khi mang thai; trầm cảm khi mang thai chứ không chỉ do trầm cảm sau sinh
Sẩy thai sớm,subtopic,['28'],,mệt mỏi; sốt; đau đầu; giận dữ; mất ngủ; đau đớn; ra máu âm đạo; máu cục; đau co thắt nhẹ vùng bụng dưới; đau thắt lưng; chảy máu âm đạo; đau thắt bụng; ra máu âm đạo nhẹ; co thắt; xuất huyết nặng; lạnh; đau dữ dội; tiếc thương; buồn; tuyệt vọng; tự đổ lỗi; mất cảm giác ngon miệng; mất tập trung,loại bỏ mô thai bằng thuốc; loại bỏ mô thai bằng phẫu thuật; chờ mô tự đào thải (thường 2 tuần); thủ thuật hút chân không để loại bỏ mô,phần lớn sẩy thai xảy ra là một hậu quả ngẫu nhiên do phôi thai nhận nhiễm sắc thể có số lượng bất thường; một phôi có số lượng nhiễm sắc thể bất thường thường không thể phát triển hoặc tồn tại,,thai phụ bị mất thai trước 20 tuần thì được gọi là sẩy thai sớm,,lựa chọn phụ thuộc vào tuổi thai và các yếu tố khác; cần thời gian phục hồi thể chất lẫn tinh thần; nhiều bậc cha mẹ thấy thời gian phục hồi tinh thần dài hơn nhiều,,nên tái khám vài tuần sau sẩy thai; chồng/bạn tình có thể cảm thấy cần mạnh mẽ và không bộc lộ sự tiếc thương của mình; bạn có thể rụng trứng và mang thai lại sau khi sẩy thai 2 tuần,
Lạc nội mạc tử cung,disease,"['250', '107', '2']",,đau; đau khi quan hệ tình dục; viêm; dính; đau khi đại tiện (nếu lạc ở ruột); đau khi tiểu tiện (nếu lạc ở bàng quang); máu kinh ra nhiều; một số phụ nữ không có triệu chứng,thuốc giảm đau (nsaids); thuốc giảm/ngăn chặn estrogen có thể cải thiện triệu chứng đau; phẫu thuật loại bỏ mô bệnh và mô sẹo giúp khôi phục trạng thái bình thường của cơ quan sinh sản và tăng cơ hội mang thai; kết hợp dùng thuốc có lợi cho ivf,,,lạc nội mạc tử cung là bệnh lý trong đó nội mạc tử cung phát triển bên ngoài tử cung,,thuốc giúp giảm phát triển mô bệnh và tránh sẹo mới nhưng không tiêu mô bệnh đã hình thành,,sử dụng thuốc tránh thai sau phẫu thuật có thể kéo dài thời gian không đau; cần lựa chọn phương pháp phù hợp từng bệnh nhân,cản trở di chuyển tinh trùng hoặc trứng; làm tắc ống dẫn trứng; mức độ nặng thường cần hỗ trợ sinh sản hoặc phương pháp điều trị chuyên biệt
Vàng da do không bú mẹ,disease,['209'],,,tăng cường cho bú,trẻ không được bú đủ sữa; trẻ sơ sinh không được khởi đầu bú tốt; ngậm vú mẹ không đúng cách; được cho bú bằng những thực phẩm thay thế làm gián đoạn quá trình bú mẹ,,,,,,được tư vấn bởi chuyên gia sữa mẹ để đảm bảo rằng đứa bé đang được cho bú sữa đủ lượng,
Bệnh vú lành tính,disease,['9'],,đau; nổi cục hoặc khối u; nhiễm trùng; tiết dịch núm vú; thay đổi da ở vùng vú,cắt bỏ; theo dõi định kỳ nếu không tiến triển thêm; phẫu thuật cắt u và mô quanh u kết hợp với theo dõi sát bệnh,tăng sản không điển hình,,các bệnh lành tính về vú là các biến đổi của mô vú mà không mang tính chất của ung thư; điều trị đau do bệnh vú lành tính; tăng sản không điển hình. tăng sản là tình trạng các tế bào đang gia tăng số lượng và trông không giống bình thường dưới kính hiển vi.; tự nhận thức về tình trạng vú là việc tự cảm nhận và làm quen với vú bình thường. điều này sẽ giúp bạn dễ dàng phát hiện ra bất kỳ thay đổi ở vú.,Xơ nang tuyến vú; U nang tuyến vú; Bướu sợi tuyến; Viêm tuyến vú; Đau vú theo chu kỳ; Đau vú không theo chu kỳ,các loại u vú lành tính hoặc khối u ở vú. có nhiều loại u vú lành tính khác nhau,,bạn nên theo dõi u thông qua việc khám và làm xét nghiệm với bác sĩ sản phụ khoa.; trao đổi với bác sĩ về bất kỳ thay đổi nào trên da mà bạn nhận thấy,tăng nguy cơ phát triển ung thư vú trong tương lai
Đau bụng kinh thứ phát,subdisease,['1'],,đau âm ỉ; đau ở cả phía sau và phía trước; không lan đến vùng khác; đau 3 - 5 ngày trước kỳ kinh nguyệt; thuyên giảm khi bắt đầu ra máu,điều trị tập trung vào nguyên nhân,nhiễm trùng vùng chậu mãn tính; lạc nội mạc tử cung vùng chậu; u xơ tử cung; đặt vòng tránh thai,,,,,,,
Xét nghiệm theo dõi sức khỏe thai nhi,topic,['46'],,,,,,đa thai là tình trạng có nhiều thai trong tử cung cùng một lúc; đái tháo đường là tình trạng glucose trong máu cao do thiếu insulin hoặc insulin không hoạt động hiệu quả; mẫn cảm rh mẹ là tình trạng hệ miễn dịch của mẹ phản ứng với máu của thai nhi có nhóm máu rh dương; thai già tháng là tình trạng thai nhi ở trong tử cung quá 42 tuần; đầu dò chuyển đổi là thiết bị y tế dùng để theo dõi tim thai và co tử cung; nhau thai là cấu trúc trong tử cung cung cấp oxy và chất dinh dưỡng cho thai nhi; siêu âm doppler là kỹ thuật sử dụng sóng âm để đánh giá lưu lượng máu trong thai nhi; siêu âm là kỹ thuật sử dụng sóng âm để tạo hình ảnh thai nhi và tử cung; tăng tốc nhịp tim là hiện tượng tăng tốc độ nhịp tim thai nhi; thai chết lưu là tình trạng thai nhi chết trong tử cung; thai nhi là giai đoạn phát triển của phôi thai từ tuần thứ 9 đến sinh,,thời điểm thực hiện: thường bắt đầu từ tuần 32-34,,tần suất xét nghiệm phụ thuộc tình trạng. có thể hàng tuần hoặc 2 lần/tuần nếu cần.,
Đau âm hộ mãn tính khu trú,subdisease,['120'],,,phẫu thuật cắt tiền đình có thể làm giảm đau và tăng sự hài lòng trong tình dục,,,,,,,,
Quan hệ tình dục,topic,['71'],,mệt mỏi; buồn nôn; chảy máu; vú mềm; tiểu nhiều; đau đớn; ra dịch; co thắt kéo dài,,bạn tình/chồng có thể khó chấp nhận vai trò mới của người phụ nữ,,,,ham muốn tình dục thay đổi trong thai kỳ: có thể giảm hoặc tăng; quan niệm về đời sống tình dục bình thường có thể khác nhau; nhiều phụ nữ thấy khó chịu do thay đổi cơ thể; quan hệ tình dục không ảnh hưởng trực tiếp tới thai nhi; dương vật không tiếp xúc được với thai nhi; cơn co khi đạt cực khoái khác với cơn co khi chuyển dạ; khái niệm 'bình thường' chỉ mang tính tương đối,,việc trao đổi thẳng thắn là yếu tố quan trọng để đảm bảo hài lòng và an toàn; quan hệ tình dục thường an toàn trong mọi giai đoạn của thai kỳ bình thường; mang thai bình thường nghĩa là không có nguy cơ sẩy thai hoặc sinh non; quan hệ hoặc đạt khoái cảm không gây sẩy thai trong thai kỳ bình thường; ham muốn tình dục thay đổi là bình thường; nhu cầu tình dục có thể tăng ở 3 tháng giữa; nhu cầu tình dục lại giảm ở 3 tháng cuối do tử cung lớn và lo lắng trước sinh; trao đổi thẳng thắn là cách tốt nhất để duy trì quan hệ tình cảm và tình dục; nên gọi bác sĩ nếu không chắc chắn về sự an toàn hoặc khi có dấu hiệu bất thường sau quan hệ; cặp đôi nên trao đổi để tìm cách phù hợp cho cả hai trong thời gian mang thai; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: cổ tử cung bất toàn; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: mang đa thai; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: nhau tiền đạo; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: ra máu hoặc dịch âm đạo bất thường; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: rỉ ối; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: sinh non; nhân viên y tế có thể khuyên ngừng quan hệ khi có các nguy cơ: tiền sử/dọa sẩy thai; cố gắng tìm tư thế ít gây áp lực nhất lên các vùng đau và khiến bạn cảm thấy thoải mái nhất.; tâm sự với chồng nếu bạn đang đau hay sợ hãi về sự đau đớn trong khi quan hệ. điều này có thể giúp cả hai bạn cảm thấy ít lo lắng và an toàn hơn khi nối lại đời sống tình dục của hai vợ chồng.,
Mạch máu tiền đạo,topic,['23'],,,nếu nghi ngờ trong chuyển dạ hoặc vỡ ối → mổ lấy thai cấp cứu,,,mạch máu thai nhi chạy ngang qua hoặc gần lỗ cổ tử cung mà không được bảo vệ bởi bánh rau hay dây rốn,,,,,
Dị tật bẩm sinh,topic,"['47', '74', '45']",,điếc; chậm trí tuệ; tim bẩm sinh; thị giác; trí tuệ; dị tật nặng; tử vong sơ sinh,trẻ bị dị tật bẩm sinh có thể cần phẫu thuật; trẻ bị dị tật bẩm sinh có thể cần điều trị thuốc,virus; nhiễm khuẩn; rượu; bất thường gen hoặc nhiễm sắc thể; tiếp xúc với tác nhân có hại; hóa chất; có thể do nhiều nguyên nhân; nhiều trường hợp chưa rõ nguyên nhân; liên quan đến bất thường nhau thai; liên quan đến vỡ ối sớm; hội chứng nhiễm độc rượu bào thai; toxoplasma; cmv; chì; thủy ngân; phóng xạ; rubella; đái tháo đường; thuốc,Xét nghiệm chẩn đoán trẻ dị tật bẩm sinh,dị tật bẩm sinh là những bất thường trên cơ thể hiện diện ngay từ lúc mới sinh ra,,nguy cơ sinh con mắc dị tật bẩm sinh nếu tính chung ở tất cả các phụ nữ là thấp; không phải tất cả đều đã biết,vitamin a liều cao (>5000 ui) có thể gây dị tật nghiêm trọng,cần kiểm soát trước khi mang thai; nên tránh hoàn toàn; cần tránh tuyệt đối trước và trong thai kỳ; một số có thể gây dị tật; phải báo bác sĩ khi mang thai hoặc dự định có thai; không tự ý ngừng thuốc; cá ngừ albacore/tuna steak → giới hạn 170g/tuần.; bạn nên xem thêm bài 'xét nghiệm sàng lọc dị tật bẩm sinh'; bạn nên xem thêm bài 'chẩn đoán dị tật bẩm sinh',sinh non; chậm phát triển; nguy cơ hội chứng đột tử sơ sinh; nguy cơ nhập viện; vấn đề phát triển; rối loạn cảm xúc; rối loạn hành vi; rối loạn học tập; biến chứng sản khoa
Đau chân,topic,['52'],,đau; đau chân; viêm; phù nề; chuột rút; cơn đau thường trong giới hạn chịu đựng; bàn chân đau nhức; bàn chân phẳng,,tăng cân; tăng cân gây áp lực lên dây chằng chân khiến đau nhức; thay đổi trọng tâm cơ thể do thai lớn dần; tư thế đi đứng bị lệch; tăng áp lực lên đôi chân; nội tiết tố relaxin làm giãn cơ và dây chằng vùng chậu; nội tiết tố relaxin gây giãn dây chằng chân; thay đổi tuần hoàn máu; ứ dịch ở bàn chân; ứ dịch ở mắt cá; ứ dịch ở toàn bộ chân; relaxin; gây bàn chân phẳng (vòm chân thấp); kéo căng cân gan chân và dây chằng; có thể xảy ra bởi nhiều nguyên nhân,,,,đau chân có thể ảnh hưởng tới thai phụ ở một số thời điểm trong thai kỳ; rõ rệt hơn trong tam cá nguyệt thứ ba khi đôi chân chịu áp lực tăng dần; đau chân không phải là dấu hiệu mang thai sớm,,tránh giày cao gót hoặc bó sát; nên mang giày đế thấp và thoải mái để hỗ trợ vòm bàn chân và mắt cá; chườm nóng hoặc lạnh giúp giảm đau và sưng; ngồi thì co – duỗi bàn chân để giảm căng dây chằng; đi bộ chậm quãng ngắn để cải thiện tuần hoàn; kê gối nâng chân khi ngủ để giảm phù; xoa bóp nhẹ bàn chân giúp dịu đau; nhưng tránh tác động sâu nếu chưa hỏi ý kiến bác sĩ; nếu đau nhiều → đi khám; chuột rút hoặc đau chân không phải cách đáng tin để xác nhận mang thai; nếu nghi ngờ có thai → cần khám bác sĩ; có thể giảm khó chịu nhờ áp dụng biện pháp phòng ngừa và chăm sóc thích hợp,đôi khi gây khó chịu và ảnh hưởng sinh hoạt hàng ngày
Thai ngoài tử cung,topic,['62'],,mệt mỏi; đau vùng chậu; chóng mặt; xuất huyết âm đạo bất thường; đau vùng bụng; đau lan lên vai do máu tràn vào cơ hoành; ngất xỉu do mất máu,cần điều trị phẫu thuật; ngoại khoa (phẫu thuật nội soi hoặc mổ hở) để lấy thai và có thể cắt bỏ một phần hoặc toàn bộ ống dẫn trứng,,,,,,,,
Viêm gan siêu vi,disease,['260'],,không có triệu chứng rõ ràng,,nhiễm virus,,viêm gan siêu vi là tình trạng gan bị viêm do nhiễm virus,Viêm gan B; Viêm gan a; Viêm gan d; Viêm gan e; Viêm gan C,,,,
Vô kinh,disease,['1'],,,cách điều trị vấn đề này phụ thuộc theo từng nguyên nhân cụ thể.,phát triển bất thường như không có âm đạo; bất thường về nhiễm sắc thể như hội chứng turner; rối loạn chức năng tuyến giáp và tuyến thượng thận; lao nội mạc tử cung; bệnh buồng trứng đa nang; u buồng trứng; căng thẳng; suy dinh dưỡng; tiểu đường,,vô kinh nghĩa là không có kinh nguyệt,Vô kinh sinh lý; Vô kinh bệnh lý; Chứng kinh nguyệt ẩn; Vô kinh nguyên phát; Vô kinh thứ phát,việc chữa bệnh thành công là rất hạn chế và tùy thuộc vào từng trường hợp cụ thể,,,
Ngân hàng máu dây rốn,topic,['77'],dự trữ máu dây rốn để sử dụng điều trị cho con hoặc người thân,,,,Ngân hàng máu dây rốn cộng đồng; Ngân hàng máu dây rốn cá nhân,,,máu dây rốn được dự trữ bằng cách nào; ngân hàng cá nhân dự trữ máu dây rốn để sử dụng điều trị cho con hoặc người thân; ngân hàng này tính phí bảo quản dự trữ hàng năm và phí lấy máu dây rốn,,nên xem xét kỹ lưỡng khi quyết định dự trữ máu dây rốn,
Huyết khối tĩnh mạch sâu,disease,['92'],,đau; làm chậm dòng chảy; gây sưng; da ấm; da mềm; sưng đột ngột; đỏ da; đau liên tục khi đứng hoặc đi bộ,xét nghiệm máu tìm rối loạn đông máu; siêu âm doppler; mri; chụp tĩnh mạch (venogram); ct xoắn ốc; quét v/q; thuốc chống đông máu ngăn tạo cục máu đông; thuốc ly giải cục máu đông để làm tan,lưu lượng máu chậm; lớp nội mạc tĩnh mạch bị hư hỏng; máu có vấn đề khiến dễ đông,,huyết khối tĩnh mạch sâu là tình trạng cục máu đông hình thành trong tĩnh mạch sâu ở chân hoặc các vị trí khác,,nếu vỡ ra di chuyển đến phổi sẽ gây thuyên tắc phổi – có thể tử vong; chỉ một nửa có biểu hiện,bác sĩ kê thuốc chống đông; có thể dùng vớ thun đặc biệt; có thể dùng giày bơm hơi; tập đi sớm sau thủ thuật; uống nước; mặc đồ rộng; đi bộ thường xuyên; cân nhắc vớ thun (cần hỏi ý kiến bác sĩ),,thuyên tắc phổi
Rối loạn di truyền trội trên nhiễm sắc thể thường,subtopic,['10'],,,,,,rối loạn di truyền trội trên nhiễm sắc thể thường là những rối loạn gây ra bởi chỉ một gen bất thường mà trẻ được thừa hưởng từ bố hoặc từ mẹ. “nst thường” có nghĩa rằng gen khiếm khuyết nằm trên bất kỳ nhiễm sắc thể nào mà không phải là nhiễm sắc thể giới tính (x hoặc y).,,,,,
Trisomy 18,disease,['10'],,khuyết tật trí tuệ nghiêm trọng; tật đầu nhỏ; khuyết tật tim; điếc,,,,,,,,,chết trước khi sinh; chết trong tháng đầu tiên của cuộc đời
Rủi ro xét nghiệm chẩn đoán,topic,['10'],,,,,,,,,,,làm tăng nguy cơ sẩy thai
