entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Hút thuốc,topic,"['58', '25']",,,,phụ nữ khó thụ thai hơn; nam giới bị tổn thương tinh trùng; nam giới bị rối loạn cương dương; cocaine gây tật đầu nhỏ; cocaine gây IQ thấp; cocaine gây dị tật đường tiết niệu; cocaine gây dị tật tim; cocaine gây đột quỵ thai nhi; methamphetamine tăng nguy cơ sẩy thai; methamphetamine tăng nguy cơ sinh non; methamphetamine gây trẻ nhẹ cân; methamphetamine gây khó ăn uống; cần sa tăng nguy cơ sinh non; cần sa gây trẻ nhẹ cân; hút thuốc lá truyền nicotine và hóa chất gây ung thư cho thai nhi,,,,một thai kỳ khỏe mạnh trước đó không đảm bảo an toàn cho lần mang thai sau nếu tiếp tục hút thuốc,giảm nguy cơ bệnh tim; giảm nguy cơ đột quỵ; giảm nguy cơ ung thư phổi; giảm nguy cơ bệnh phổi mạn tính,tiếp xúc khói thuốc thụ động cũng gây hại cho mẹ và thai; tốt nhất nên bỏ thuốc trước khi mang thai; nhưng bỏ ở bất kỳ giai đoạn nào vẫn có lợi; em bé nhận nhiều oxy hơn chỉ sau 1 ngày; phát triển tốt hơn; mẹ sẽ có nhiều năng lượng; thở dễ dàng hơn; nói chuyện với bác sĩ để chọn phương pháp bỏ thuốc an toàn khi mang thai,hội chứng đột tử ở trẻ sơ sinh (SIDS); làm chậm phát triển; nhẹ cân; tổn thương phổi và não kéo dài; làm tăng gấp đôi nguy cơ chảy máu bất thường trong thai kỳ; làm tăng gấp đôi nguy cơ chảy máu bất thường khi sinh nở; làm tăng nguy cơ dị tật bẩm sinh như sứt môi; làm tăng nguy cơ dị tật bẩm sinh như hở hàm ếch; khiến trẻ khó ăn; có thể cần phẫu thuật; trẻ sơ sinh tiếp xúc khói thuốc có nguy cơ SIDS cao hơn; sinh non (trước 37 tuần); cân nặng thấp; vấn đề hô hấp sớm và kéo dài; rối loạn thính giác; rối loạn thị giác; trẻ sinh non có thể phải nằm viện nhiều ngày hoặc nhiều tháng; giảm nguy cơ sinh non; sinh non; dị tật bẩm sinh; bại não; khó bú; chậm phát triển; nhiều trẻ tử vong trong năm đầu hoặc tàn tật lâu dài; cũng gây ảnh hưởng đến nhau thai
Vô kinh nguyên phát,subdisease,['1'],,,,phát triển bất thường như không có âm đạo; bất thường về nhiễm sắc thể như hội chứng turner; rối loạn chức năng tuyến giáp và tuyến thượng thận,,,,việc chữa bệnh thành công là rất hạn chế và tùy thuộc vào từng trường hợp cụ thể,,,
Tế bào gốc,topic,['77'],,,tế bào gốc tạo máu từ người hiến tặng được cấy vào các trẻ em bị bệnh. những tế bào này sẽ sản xuất ra các tế bào máu khỏe mạnh mới và tăng cường khả năng tạo máu và miễn dịch của trẻ,,Tế bào gốc máu dây rốn,,,tế bào gốc trong máu cuống rốn cũng có thể có khả năng phát triển thành các loại tế bào khác trong cơ thể,,,
Đau bụng kinh,disease,['1'],,đau co thắt ở vùng bụng dưới; cơn đau có thể lan ra phía sau; cơn đau có thể lan ra mặt giữa của đùi; đau âm ỉ; đau ở cả phía sau và phía trước; không lan đến vùng khác; đau 3 - 5 ngày trước kỳ kinh nguyệt; thuyên giảm khi bắt đầu ra máu,dùng thuốc chống co thắt đơn giản; axit mefenamic 250 - 500 mg mỗi 8 tiếng; ibuprofen 400 mg mỗi 8 tiếng; điều trị tập trung vào nguyên nhân,nhiễm trùng vùng chậu mãn tính; lạc nội mạc tử cung vùng chậu; u xơ tử cung; đặt vòng tránh thai,,,Đau bụng kinh nguyên phát; Đau bụng kinh thứ phát,được chia thành hai loại: đau bụng kinh nguyên phát và thứ phát; không có bệnh vùng chậu nào khác đi kèm; cơn đau sẽ tự giảm khi người phụ nữ mang thai hoặc sau khi sinh con; thường xuất hiện trong vòng hai năm sau khi có kinh nguyệt,,cải thiện sức khỏe thể chất và ổn định tâm lý; trấn an người bệnh; có thể loại trừ các bệnh vùng chậu bằng siêu âm,
Khuyết tật ống thần kinh,topic,"['47', '178']",,nứt đốt sống; dị tật thai vô sọ; nứt đốt sống,,não phát triển không hoàn thiện; tuỷ sống phát triển không hoàn thiện; màng não phát triển không hoàn thiện; màng tuỷ sống phát triển không hoàn thiện; ống thần kinh đóng không hoàn toàn,,sự đóng không hoàn toàn ống thần kinh ở bào thai,,,,,
Tầm quan trọng của việc khám phụ khoa,topic,['2'],Sàng lọc phụ khoa cho tất cả phụ nữ có hoạt động tình dục; Giúp giải thích lợi ích duy trì lối sống lành mạnh; Giúp giảm thiểu rủi ro về sức khỏe; Chẩn đoán sớm giúp điều trị hiệu quả và tiên lượng tốt hơn; Sàng lọc cho tất cả phụ nữ có hoạt động tình dục; Giúp điều trị hiệu quả và tiên lượng tốt hơn,,,,,,,,,,
Tiền mãn kinh,subtopic,['5'],,khô âm đạo; thay đổi tâm trạng; giảm ham muốn tình dục; chu kì kinh nguyệt thay đổi; kỳ kinh xuất hiện thường xuyên; kỳ kinh thưa hơn; lượng máu kinh nhiều hơn trước đây; lượng máu kinh ít hơn trước đây; ra máu giữa các kỳ kinh; khó ngủ,nhiều phương pháp điều trị để giúp giảm các triệu chứng khó chịu như bốc hỏa và khó ngủ; sử dụng liệu pháp hormone chỉ trong một vài năm cũng có thể giúp bạn vượt qua giai đoạn tồi tệ nhất của thời kỳ này,,,thời kỳ tiền mãn kinh là quãng thời gian trước khi xuất hiện kỳ kinh nguyệt cuối cùng,,thời kỳ mãn kinh chính thức được xác nhận sau khi bạn trải qua 12 tháng mà không có kinh. chu kỳ kinh cuối cùng xuất hiện ở độ tuổi trung bình là 51,,hãy tìm kiếm một mạng lưới hỗ trợ tinh thần hoặc sử dụng thuốc chống trầm cảm nếu có chỉ định của bác sĩ,
Thai lưu,disease,"['188', '190', '189']",,thai phụ có thể vẫn cảm thấy thai nhi vận động do thay đổi tư thế; khám thai định kỳ giúp phát hiện sớm thai lưu; nghe nhịp tim bằng doppler; siêu âm để xác định thai đã tử vong; thai nhỏ hơn dự kiến; biểu đồ phát triển giảm dần theo tuổi thai,sử dụng thuốc khởi phát chuyển dạ để tống thai lưu; phương pháp an toàn hơn phẫu thuật,nhau thai; dị tật bẩm sinh; sức khỏe mẹ; chấn thương dây rốn; chức năng nhau thai kém; chảy máu (xuất huyết) trước hoặc khi chuyển dạ; rau bong non – bánh nhau bong ra khỏi tử cung trước khi trẻ sinh ra; tiền sản giật – nguyên nhân tăng huyết áp ở sản phụ; bệnh ứ mật trong gan khi mang thai (icp) hay chứng cholestasis gây ngứa nhiều – đặc trưng của rối loạn chức năng gan trong thai kì; khiếm khuyết vật chất di truyền ở trẻ; đái tháo đường có sẵn từ trước; nhiễm trùng ở sản phụ có thể ảnh hưởng lên thai nhi; nhiễm khuẩn đường âm đạo; streptococcus nhóm B; escherichia coli (e.coli); klebsiella; enterococcus; haemophilus influenza; mycoplasma; ureaplasma; cúm; parvovirus b19; coxsackie virus; cytomegalovirus; herpes simplex; listeriosis; leptospirosis; lyme disease; sốt q; toxoplasmosis; bệnh sốt rét,,thai tử vong sau 24 tuần của thai kỳ; trước 24 tuần là sẩy thai.,,chẩn đoán thai lưu là cú sốc đối với thai phụ và gia đình; một tỷ lệ lớn thai lưu xảy ra ở những thai nhi khỏe mạnh và nguyên nhân thường không giải thích được,ngừng hút thuốc; tránh rượu bia; tránh chất gây nghiện; khám thai đầy đủ để theo dõi sức khỏe thai nhi; khuyến cáo nên chủng ngừa cúm theo mùa cho tất cả sản phụ trong bất kì giai đoạn nào của thai kì,hỗ trợ tinh thần: thai lưu gây cú sốc cho gia đình; cần siêu âm kiểm tra lại; cần hỗ trợ và tư vấn về các giải pháp xử trí; thai phụ chờ chuyển dạ tự nhiên và làm xét nghiệm máu thường quy sau mỗi 48 giờ; tư vấn nguy cơ trong lần mang thai tiếp theo; nữ hộ sinh sẽ kiểm tra sự phát triển và sức khỏe của thai nhi mỗi lần khám tiền sản và vẽ biểu đồ cho sự phát triển của thai nhi để chắc chắn rằng đứa trẻ đang phát triển; việc sản phụ để ý đến thai máy là rất quan trọng để phát hiện sớm những bất thường,nhiễm trùng; thai nhi thoái hóa trong tử cung; khó xác định nguyên nhân tử vong; tăng nguy cơ rối loạn đông máu
Viêm tiểu phế quản ở trẻ,disease,['264'],,sốt; khó thở; thở nhanh; thở khò khè; chảy mũi; ho nhẹ; ho trở nặng; cánh mũi phập phồng; các cơ dưới lồng ngực co rút; thở rên; các cơ bụng co thắt; tiếng thở khò khè; khó bú; khó nuốt; vùng quanh môi xanh tái; các đầu ngón tay xanh tái; đường thở bị tắc nghẽn; không đưa đủ oxi vào máu; không thể uống nước dễ dàng; uống ít hơn bình thường; miệng khô; khóc không có nước mắt; tiểu ít hơn bình thường; khó thở mức độ nhẹ đến vừa; mất nước,một loại thuốc giúp giãn nở các phế quản; điều trị tại bệnh viện do khó thở hoặc mất nước; hỗ trợ thở oxi; cho thức ăn đặc biệt dưới dạng chất lỏng; truyền dịch qua tĩnh mạch (iv); cho sử dụng mặt nạ oxy; chỉ điều trị tạm thời bằng phương pháp này cho đến khi hết nhiễm trùng,virus hợp bào hô hấp (rsv); các virus khác,,,,rsv dễ dàng lây truyền từ chất dịch nhầy hoặc nước miếng của người bị nhiễm virut (những giọt phân tử hô hấp tạo ra trong quá trình ho hoặc thở khò khè); bệnh thường lây lan từ những người trong gia đình hoặc từ các trung tâm giữ trẻ,bảo đảm mọi người phải rửa tay trước khi đụng đến con bạn,hãy gọi ngay cho bác sĩ nếu con bạn có một trong các dấu hiệu khó thở kể trên; hãy gọi cho bác sĩ nếu con bạn có những dấu hiệu mất nước dưới đây; dùng loại nước muối sinh lý do bác sĩ giới thiệu để làm mềm chất dịch nhầy trong mũi; không được sử dụng nước nhỏ mũi có bất cứ loại thuốc gì mà không có toa bác sĩ; dùng dụng cụ hút mũi để hút sạch mũi bé; cách này có hiệu quả nhất đối với các bé dưới 6 tháng tuổi; cho bé uống acetaminophen (theo liều lượng dành cho độ tuổi của bé) để hạ sốt; hỏi ý kiến bác sĩ trước khi cho bé dùng bất kỳ loại thuốc trị cảm nào; bảo đảm bé uống thật nhiều nước và chất lỏng để tránh mất nước; có thể bé sẽ muốn các thức uống loãng thay vì sữa hoặc sữa bột; bé có thể ăn chậm hơn và không muốn ăn bởi vì đang bị khó thở,
Vàng da sơ sinh,disease,['209'],,da bị vàng; kết mạc mắt bị vàng,,tăng nồng độ bilirubin trong máu; tình trạng tăng nồng độ bilirubin máu; sự ly giải sinh lý của hồng cầu; gan của trẻ không đủ khả năng loại bỏ bilirubin ra khỏi dòng máu,,,,vàng da có thể xuất hiện trong vòng 2 đến 3 ngày sau sinh; vàng da được quan sát dễ dàng nhất dưới ánh sáng tự nhiên và có thể khó nhận biết hơn ở những bé có da tối màu; bilirubin là một chất được hình thành bởi sự ly giải sinh lý của hồng cầu. chúng được chuyển hóa và đào thải nhờ gan.,,,
Herpes,subdisease,['115'],,vết loét xuất hiện sau đó và tự lành trong 3–7 ngày,,virus; xét nghiệm máu giúp xác định nhiễm mới hoặc tái phát,,,,virus có thể lây ngay cả khi không có vết loét nhìn thấy; tái phát thường ít nghiêm trọng hơn lần đầu,tránh quan hệ khi có loét hoặc triệu chứng báo hiệu. sử dụng bao cao su giúp giảm nguy cơ nhưng không hoàn toàn bảo vệ vì loét có thể ở ngoài vùng che phủ.,,nguy cơ truyền cho trẻ cao (30–60%)
Song thai bất tương xứng,subtopic,['78'],,,,hội chứng truyền máu song thai (tmst),,,,,,,biến chứng trong thai kỳ; biến chứng sau sinh
Soi cổ tử cung,topic,['43'],,sốt; chảy máu; ớn lạnh; mụn cóc sinh dục; viêm cổ tử cung; polyp lành tính; cơn đau; ra ít máu âm đạo; đau 1–2 ngày; ra máu hoặc dịch âm đạo có màu đen vài ngày; chảy máu âm đạo nhiều (hơn 1 băng/giờ); đau bụng dưới nặng,,,,,,có thể được làm nhiều lần hoặc để kiểm tra kết quả điều trị; dung dịch dịu nhẹ được bôi vào cổ tử cung giúp quan sát rõ hơn,,không quan hệ tình dục; hạn chế hoạt động; không dùng tampon; không thụt rửa cho đến khi lành thương,
Song thai cùng trứng,subtopic,['78'],,,,,,một trứng đã thụ tinh phân đôi thành hai phôi,,,,,
Tăng huyết áp,disease,"['55', '54']",theo dõi huyết áp thường xuyên; có thể tự đo tại nhà; siêu âm theo dõi thai,,nếu nhẹ có thể không cần thuốc hoặc giảm liều; nếu nặng cần dùng thuốc hạ áp trong thai kỳ,,,tăng huyết áp mạn tính là tình trạng tăng huyết áp được chẩn đoán trước khi mang thai hay trước tuần lễ thứ 20 của thai kỳ hoặc kéo dài đến hơn 12 tuần sau sinh,,huyết áp cao xuất hiện sau 20 tuần; tăng huyết áp đang là một vấn đề đáng quan tâm khi mang thai; tăng huyết áp xuất hiện khi mang thai có thể là một dấu hiệu của tiền sản giật; mặc dù tăng huyết áp thai kỳ và tiền sản giật có thể liên quan với nhau nhưng chúng vẫn có sự khác biệt; bạn có thể bị tăng huyết áp mãn tính nhưng vẫn có thể sinh ra những em bé khỏe mạnh,,nên đến gặp bác sĩ trước khi mang thai để kiểm tra huyết áp của bạn có đang được kiểm soát tốt; xem xét các loại thuốc hạ áp đang sử dụng vì một số loại thuốc hạ áp không an toàn trong thai kỳ và có thể ảnh hưởng không tốt cho thai nhi; tập thể dục đều đặn; cần theo dõi sát tại trung tâm chẩn đoán trước sinh và đơn vị sơ sinh; có sự chăm sóc đặc biệt cho trẻ sau sinh; chăm sóc sức khỏe mẹ chính là chăm sóc sức khỏe thai nhi tốt nhất; dùng thuốc hạ áp theo chỉ định; khám thai đầy đủ; nghỉ ngơi theo chỉ định nếu có tiền sản giật; theo dõi cân nặng và tránh tăng cân quá nhiều,sinh non; nhau bong non; thai chậm phát triển; đột quỵ; tiền sản giật; thường biến mất sau sinh nhưng làm tăng nguy cơ cao huyết áp sau này; tăng áp lực cho tim; tăng áp lực cho thận; tăng nguy cơ tim mạch; tăng nguy cơ thận; tăng nguy cơ đột quỵ; nguy cơ mổ lấy thai cao hơn; suy tim tiến triển; mờ mắt; co giật; biến chứng gan; biến chứng thận; giảm biến chứng; tăng huyết áp mãn tính có khả năng gây ra những ảnh hưởng không tốt đối với sự phát triển của thai nhi
Thuốc tránh thai,subtopic,['13'],Điều trị bệnh lao; Điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; Điều trị các triệu chứng của rối loạn giấc ngủ như chứng ngủ rũ và ngưng thở khi ngủ; Điều trị trầm cảm nhẹ đến trung bình và rối loạn giấc ngủ; Sử dụng cho các vấn đề tiêu hóa như táo bón nặng và hội chứng ruột kích thích; Ngăn không cho trứng phóng thích khỏi buồng trứng; Làm buồng trứng ngưng phóng thích trứng,buồn nôn; ra máu bất thường; rậm lông; mụn trứng cá; đau đầu; lo âu; tăng cân; căng ngực; rối loạn kinh; mất chu kỳ; trầm cảm; tăng cân; ít gây đau dạ dày; ít gây đau đầu; ra máu giữa kỳ; cảm giác đói; đau tức ngực; mệt mỏi; đau dạ dày; nôn; kinh nguyệt đến sớm; kinh nguyệt đến muộn,thuốc tránh thai kết hợp (estrogen + progestin); viên chỉ chứa progestin; liều 2 uống cách 12h,một số loại thuốc có thể làm giảm hiệu quả của hormone trong biện pháp tránh thai.; penicillin; amoxicillin; rifampin (rifadin); một số loại thuốc điều trị HIV có thể ảnh hưởng đến thuốc ngừa thai; darunavir (prezista); efavirenz (sustiva); lopinavir/ritonavir (kaletra); nevirapine (viramune); felbamate (felbatol); oxcarbazepine (trileptal); phenobarbital (luminal); primidone (mysoline); topiramate (topamax); modafinil (provigil) làm giảm hiệu quả của thuốc ngừa thai; griseofulvin được sử dụng để điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; ketoconazole chủ yếu được sử dụng khi các loại thuốc chống nấm khác không có sẵn hoặc không có tác dụng; một số loại thuốc chống co giật làm tăng sự phân hủy hormone trong thuốc tránh thai; chứa hormon ngăn rụng trứng; thuốc điều trị HIV; rifampin; griseofulvin; một số thuốc chống co giật; griseofulvin (kháng sinh),Viên uống tránh thai kết hợp; Thuốc tiêm tránh thai,,,thuốc tránh thai hằng ngày: ảnh: thuốc tránh thai hằng ngày.; griseofulvin được sử dụng để điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; ketoconazole chủ yếu được sử dụng khi các loại thuốc chống nấm khác không có sẵn hoặc không có tác dụng; thuốc ngừa thai sẽ không ảnh hưởng đến hiệu quả hoạt động của thuốc chống động co giật; có hai loại chính; thường giảm sau vài tháng; khiến tinh trùng khó xâm nhập và trứng khó bám; cần dùng ít nhất 1 tháng mới có tác dụng tránh thai đầy đủ; thành phần chính: levonorgestrel (chỉ chứa progestin); còn gọi là viên tránh thai sáng hôm sau; uống trong 72h có thể giảm nguy cơ có thai 75–89%; thấp hơn các biện pháp tránh thai thường xuyên; đau dạ dày (hết sau 2 ngày); nôn (cần uống lại nếu nôn trong 1h); ít gây mệt mỏi hơn viên phối hợp; kinh ngắn lại hoặc ngừng hẳn,,bạn cần phải tránh một số loại thuốc nếu muốn biện pháp tránh thai có chứa hormone hoạt động hiệu quả.; bạn không phải lo lắng khi dùng chung những loại thuốc kháng sinh thông thường với thuốc tránh thai.; nói chuyện với bác sĩ về loại thuốc tốt nhất bạn có thể dùng được; sử dụng một biện pháp tránh thai khác khi bạn đang sử dụng modafinil (provigil) và trong một tháng sau khi bạn ngừng sử dụng; một số loại thảo dược không nên kết hợp với thuốc tránh thai; những phụ nữ uống thuốc tránh thai và st. john’s wort đồng thời có tỷ lệ chảy máu đột ngột cao hơn và gia tăng sự phân hủy estrogen trong cơ thể của họ; các biện pháp thảo dược khác có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng st. john’s wort (cây ban âu) vì có thể làm tăng tỷ lệ chảy máu đột ngột và phân hủy estrogen; tránh sử dụng saw palmetto vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng cỏ linh lăng vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng thuốc tỏi vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng hạt lanh vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; nên uống mỗi ngày vào cùng thời điểm; thường ít gây tác dụng phụ hơn so với thuốc tránh thai phối hợp; phù hợp cho phụ nữ đang cho con bú vì không ảnh hưởng đến sữa; an toàn hơn ở phụ nữ trên 35 tuổi; an toàn hơn ở người hút thuốc; an toàn hơn ở người béo phì; an toàn hơn ở người tăng huyết áp; an toàn hơn ở người có tiền sử đông máu; khoảng 2–3/100 phụ nữ vẫn có thai mỗi năm dù dùng đúng cách. hiệu quả phụ thuộc vào việc uống đúng giờ hàng ngày. nếu uống trễ hơn 3 giờ cần uống bổ sung ngay và dùng thêm biện pháp dự phòng (bao cao su) trong 48 giờ.; không ngừa được các bệnh lây truyền qua đường tình dục (stis); uống mỗi ngày vào cùng giờ; hiệu quả cao nhất nếu dùng càng sớm càng tốt; nên trao đổi với bác sĩ về lựa chọn phù hợp; uống ngày đầu chu kỳ kinh; uống chủ nhật đầu tiên sau khi bắt đầu chu kỳ (cần biện pháp phụ trợ 7 ngày); điều hòa kinh; giảm lượng máu; giảm mụn; tăng mật độ xương tiền mãn kinh; uống hàng ngày trong 1 năm,làm chất nhầy cổ tử cung dày lên; niêm mạc tử cung mỏng đi; kinh nguyệt không đều; tăng nguy cơ mang thai; tinh trùng khó xâm nhập; trứng khó bám
