entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Progesterone tiêm,subtopic,[],ngăn ngừa sinh non nếu sản phụ đã có 1 lần sinh non đơn thai tự phát (tự phát nghĩa là tự chuyển dạ mà không cần dùng thuốc hay các phương pháp khác hoặc là ối vỡ sớm gây chuyển dạ) và mang đơn thai,khó chịu ở chỗ tiêm,bắt đầu từ tuần 16 đến tuần 24 và 1 tuần 1 lần cho đến tuần 27,,,,,không phải lúc nào progesterone tiêm cũng hiệu quả trong ngừa sinh non; 17 alpha - hydroxyprogesterone caproate (còn được gọi là 17p),,trao đổi với bác sĩ về sự an toàn và tác dụng phụ của progesterone tiêm,
Dinh dưỡng,topic,[],lập kế hoạch chế độ dinh dưỡng lành mạnh trong thai kỳ không khó; dầu và chất béo cung cấp năng lượng và giúp tạo các cơ quan của thai nhi và nhau thai,,,,,,,canxi cần thiết để tạo xương và răng cho bé; phụ nữ ≥19 tuổi cần 1000 mg/ngày; 14-18 tuổi cần 1300 mg/ngày; phụ nữ mang thai cần 600 iu/ngày,,nên lấy hầu hết từ thực vật; hạn chế mỡ cứng như mỡ động vật và thực phẩm chế biến sẵn; phụ nữ mang thai cần bổ sung thêm sắt và acid folic; vitamin bổ sung trước khi sinh đảm bảo nhận đủ lượng cần thiết; chế độ ăn đa dạng cũng cung cấp vitamin và khoáng chất cần thiết; Ăn kèm vitamin C giúp hấp thu sắt tốt hơn.; tiêu thụ <200 mg caffeine/ngày khi mang thai được xem là an toàn; ăn ≥2 khẩu phần cá hoặc động vật vỏ (200-300 g) mỗi tuần trong thai kỳ hoặc cho con bú; hạn chế cá ngừ trắng <150 g/tuần; Thai kỳ cần gấp đôi lượng sắt so với người không mang thai. Liều khuyến cáo: 27 mg/ngày.,
Rối loạn di truyền liên kết nhiễm sắc thể giới tính,subtopic,[],,,,gen bị đột biến nằm trên nhiễm sắc thể giới tính,,rối loạn di truyền liên kết nst giới tính gây ra bởi các gen bị đột biến nằm trên nhiễm sắc thể giới tính,,,,,
Chọc ối nhân tạo,topic,[],,đau hơn,,,Chọc ối nhân tạo (arm),,,việc chọc ối thường là đủ để gây ra những cơn co mạnh và đều hơn; hộ sinh hoặc bác sĩ của bạn sẽ tạo một lỗ nhỏ trên màng ối trong lúc khám âm đạo,,hộ sinh sẽ đề nghị bạn sử dụng giảm đau,
Sinh theo chỉ định y khoa,topic,[],,,khởi phát chuyển dạ thông qua sử dụng thuốc hoặc một số phương pháp khác; mổ lấy thai (mổ lấy bào thai thông qua đường rạch da bụng và tử cung),tình trạng sức khỏe của mẹ; vấn đề bất thường ở thai,,sinh nở do lý do y học,,,,,
Trữ máu cuống rốn,topic,[],,,,một số loại bệnh bạch cầu hoặc ung thư lympho; thiếu máu bất sản; thiếu máu tế bào hình liềm nặng; suy giảm miễn dịch nặng kết hợp,Hiến máu cuống rốn của bé,việc trữ máu cuống rốn là quá trình thu thập và bảo quản máu từ cuống rốn của trẻ sơ sinh sau khi sinh.,,vẫn chưa xác định được liệu các tế bào gốc lấy từ người thân có cơ hội thành công cao hơn so với những người nhận từ người ngoài hay không; các tế bào gốc từ máu cuống rốn của những người hiến tặng là người thân lẫn người ngoài đều đã thành công trong nhiều ca cấy ghép; tế bào gốc máu cuống rốn của người cho không cần phải hoàn toàn phù hợp với người nhận để có thể cấy ghép tủy xương thành công; hiện có rất ít kinh nghiệm với cấy tế bào tự thân; ngân hàng máu cuống rốn được quản lý bởi cơ quan quản lý dược và thực phẩm mỹ (fda); hiện có rất ít kinh nghiệm với cấy tế bào tự thân,,một số phụ huynh đã xem xét khả năng rằng một ngày nào đó con họ có thể bị một bệnh nghiêm trọng. vì vậy họ đã thực hiện một quyết định vào ngày sinh con mà quyết định này có thể có ích cho sức khỏe tương lai của đứa con đó hoặc cả những đứa con khác.; hãy chắc chắn là bạn đã xem xét kỹ càng việc này trước ngày sinh nở; khả năng sử dụng máu cuống rốn của một đứa trẻ thông thường không có yếu tố nguy cơ rất thấp; cân nhắc và thận trọng khi xem xét lý do của mình trong việc trữ máu cuống rốn của con; thảo luận với bác sĩ sản khoa về các lựa chọn trước khi quyết định lưu giữ máu cuống rốn; không nên lưu giữ máu cuống rốn như một phương pháp “bảo hiểm sinh học” nếu không có tiền sử bệnh trong gia đình; xem xét lưu giữ máu cuống rốn nếu có một thành viên trong gia đình đang có nhu cầu hoặc có nhiều khả năng phải thực hiện việc cấy ghép tế bào gốc; xem xét việc lưu trữ máu cuống rốn để tạo một nguồn tế bào máu gốc trong mỗi cuộc sinh; thảo luận về các lựa chọn với bác sĩ sản khoa của bạn; xem xét sự ổn định tài chính của ngân hàng máu cuống rốn; xem xét số lượng mẫu được xử lý tại cơ sở; xem xét khả năng chuyển mẫu đến cơ sở khác nếu muốn; xem xét điều gì sẽ xảy ra với mẫu của bạn nếu cơ sở không còn hoạt động nữa; xem xét lệ phí hàng năm và chi phí duy trì liên quan; xem xét liệu lệ phí có tăng hay cố định,tế bào gốc máu cuống rốn không đủ số lượng để thực hiện cấy ghép cho người lớn
Dụng cụ tử cung tránh thai khẩn cấp,subtopic,[],,ra máu giữa chu kỳ,,không ngăn rụng trứng; ngăn thụ tinh; ngăn trứng đã thụ tinh làm tổ,,,,có thể đặt trong vòng 7 ngày sau quan hệ không bảo vệ; ngừa thai hiệu quả đến 5–10 năm,,không nên đặt nếu đang mắc bệnh lây truyền qua đường tình dục hoặc bị hãm hiếp,
Sẩy thai liên tiếp,subtopic,[],,không có hoạt động tim thai; túi thai/phôi thai teo nhỏ,phương pháp thụ tinh trong ống nghiệm với chẩn đoán di truyền tiền cấy phôi có thể được dùng để loại bỏ phôi bất thường,u xơ tử cung; polyp; hội chứng buồng trứng đa nang; bất thường nhiễm sắc thể của thai phụ; bất thường nhiễm sắc thể của chồng; kháng thể kháng phospholipid (apl); kháng đông lupus; phôi nhận nhiễm sắc thể với số lượng bất thường trong quá trình thụ thai; bất thường bẩm sinh ở tử cung; tử cung có vách ngăn; hội chứng asherman; u xơ; hội chứng kháng phospholipid (aps),,sẩy thai liên tiếp được định nghĩa là khi bị sẩy thai hơn 2 lần; sẩy thai liên tiếp là khi thai phụ sẩy thai trên 3 lần liên tục.,,có thể tìm ra đầu mối nhưng không thể tìm ra câu trả lời chính xác hoàn toàn,,phụ nữ sau 3 lần sẩy thai nên đi khám toàn diện; kết quả xét nghiệm di truyền sẽ cho biết các lựa chọn,huyết khối; thay đổi cách bám của nhau thai; suy giảm lượng máu đến thai
Xét nghiệm chẩn đoán trẻ dị tật bẩm sinh,subtopic,[],Chẩn đoán các khiếm khuyết di truyền nhất định và nhiều khiếm khuyết nhiễm sắc thể,,,,,,,,,,có nguy cơ nhỏ gây sẩy thai
Acid Folic,topic,[],bổ sung acid Folic với liều khuyến cáo 400 micrograms trước và trong mang thai có thể giúp phòng ngừa các khuyết tật bẩm sinh ở não và tủy sống cho em bé của bạn; folate đóng vai trò rất quan trọng trong sản xuất hồng cầu; folate giúp cho ống thần kinh phát triển thành não và tủy sống bình thường; bác sĩ có thể kê đơn acid Folic,,,,,,,nguồn thực phẩm chứa acid folic tốt nhất là ngũ cốc; folate có trong tự nhiên được tìm thấy trong các loại rau có màu xanh và các loại trái cây có múi; các khuyết tật bẩm sinh thường xuất hiện trong 3-4 tuần đầu tiên của thai kì; nhu cầu sử dụng vitamin trước và trong khi mang thai không giống nhau,,nên bắt đầu bổ sung acid Folic khi nào; cần thiết phải bổ sung Folate trong giai đoạn sớm của thai kỳ khi mà não và tủy sống của thai nhi đang trong giai đoạn hình thành; phụ nữ bổ sung acid Folic ít nhất một năm trước khi mang thai làm giảm trên 50% nguy cơ sinh non; CDC khuyến cáo nên bắt đầu bổ sung acid folic mỗi ngày tối thiểu 1 tháng trước khi mang thai và trong suốt thai kì; bạn có thể cần nhiều hơn hoặc ít hơn so với trước khi mang thai; liều khuyến cáo sử dụng acid Folic cho tất cả phụ nữ trong độ tuổi sinh đẻ là 400 mcg mỗi ngày; chuẩn bị mang thai: 400 mcg; ba tháng đầu: 400 mcg; tháng 4-9: 600 mcg; trong khi cho con bú: 500 mcg,
Rạn da,topic,[],,,có thể điều trị bằng laser hoặc phương pháp y khoa nếu muốn cải thiện thêm,da bị kéo căng quá mức; tăng cân nhanh; trong thai kỳ khi bụng và ngực phát triển; nội tiết tố cũng làm mềm cấu trúc da khiến rạn dễ hình thành,,,,vết rạn sẽ mờ dần theo thời gian; vết rạn thường xuất hiện cuối quý 2 hoặc đầu quý 3 khi bụng phát triển nhanh; có thể xuất hiện ở bụng; có thể xuất hiện ở ngực; có thể xuất hiện ở mông; có thể xuất hiện ở hông; có thể xuất hiện ở đùi; có thể xuất hiện ở cánh tay; mỗi lần mang thai có thể khác nhau; vết rạn là vĩnh viễn nhưng thường mờ dần sau khoảng 1 năm,uống nhiều nước; quản lý cân nặng; tập thể dục thường xuyên,dầu và kem dưỡng da: không có hiệu quả ngăn ngừa hay chữa rạn da do chỉ tác động lớp ngoài; nhưng không ngăn rạn,
Giai đoạn thai,topic,[],,,,,,,,hai tuần cuối của quý đầu cũng là thời kì đầu của giai đoạn thai,,,
An thần,topic,[],làm dịu thần kinh và thư giãn ở những sản phụ quá lo lắng. Đôi khi chúng được sử dụng phối hợp với thuốc giảm đau,,,,,,,,,bạn nên tham khảo ý kiến bác sỹ trước về những nguy cơ khi sử dụng thuốc an thần,
Luật chống phân biệt thông tin di truyền,topic,[],,,,sử dụng thông tin di truyền để từ chối bảo hiểm hoặc quyết định về mức bảo hiểm,,,,,,,
Giảm đau vùng và gây tê vùng,topic,[],giảm bớt hoặc chặn cơn đau bên dưới thắt lưng,,gây tê ngoài màng cứng; gây tê tủy sống; gây tê tủy sống – ngoài màng cứng kết hợp; thuốc gây tê được phối hợp với thuốc giảm đau nhóm opioid; thuốc được tiêm một lần duy nhất hoặc truyền vào cơ thể qua một ống mỏng (catheter) đặt ở lưng dưới,,,,,tác động cụ thể lên một vùng cơ thể; được sử dụng để giảm bớt hoặc chặn cơn đau bên dưới thắt lưng; nhằm hạn chế các tác dụng phụ của thuốc; thuốc được tiêm một lần duy nhất hoặc truyền vào cơ thể qua một ống mỏng (catheter) đặt ở lưng dưới,,,
Ung thư tế bào biểu mô,subdisease,[],,,,,,,,ung thư tế bào biểu mô chiếm 80-90% trường hợp,,,
Chẹn kênh canxi,topic,[],,,,,Nifedipine,,,,,,
Xốp đệm tránh thai,topic,[],,dị ứng; kích ứng âm đạo,,,,,,có thể mua không cần đơn,,không ảnh hưởng hormone; đủ dùng cho nhiều lần quan hệ trong 24 giờ; dùng được khi cho con bú sau 6 tuần,
Nhiễm trùng đường niệu tái phát,subdisease,[],,,kháng sinh; xét nghiệm lại nước tiểu; thay đổi phương pháp tránh thai; dùng kháng sinh liều thấp sau mỗi lần quan hệ,,,được định nghĩa khi mắc >2 lần/năm,,,,,
Lựa chọn biện pháp tránh thai,topic,[],,buồn nôn; đau ngực; đau đầu; tăng cân; căng ngực; mụn; đầy hơi; kích ứng da; một số phụ nữ khó chịu; vòng bị đẩy ra ngoài; trầm cảm,phương pháp nội tiết: ngăn rụng trứng bằng estrogen và/hoặc progestin; triệt sản: ngừa thai vĩnh viễn; ở nữ: thắt vòi tử cung hoặc đặt cuộn kim loại vào ống dẫn trứng; thuốc tiêm; thuốc viên uống; miếng dán; vòng âm đạo; que cấy; iud nội tiết; có thể giảm co thắt tử cung; giảm số ngày hành kinh; giảm hội chứng tiền kinh nguyệt; một số người phải thử nhiều loại mới phù hợp,,Bao cao su; Thuốc tiêm tránh thai; Thuốc tránh thai; Que cấy tránh thai; Dụng cụ tử cung (iud); Phương pháp tránh thai có rào cản; Thuốc diệt tinh trùng; Miếng xốp tránh thai; Tránh thai bằng màng ngăn âm đạo; Ngừa thai phối hợp,tránh thai là phòng ngừa mang thai ngoài ý muốn (sinh đẻ có kiểm soát).,,hiệu quả các phương pháp (tỷ lệ thất bại – số phụ nữ có thai/100 phụ nữ/năm khi dùng đúng cách):,thuốc viên; bao cao su; nội tiết; dụng cụ tử cung; triệt sản; tự nhiên,kiêng quan hệ tình dục (abstinence) là cách duy nhất tuyệt đối ngừa thai và stis; bao cao su nữ hiệu quả thấp hơn nhưng là lựa chọn thay thế; phù hợp nếu chắc chắn không muốn có thêm con; phương pháp xuất tinh ngoài không hiệu quả vì tinh dịch rò rỉ trước khi xuất tinh vẫn có tinh trùng,nguy cơ huyết khối tăng; nguy cơ biến chứng tim mạch
Terbutaline,subtopic,[],,nôn; sốt; chóng mặt; khó thở; nhịp tim nhanh; hạ huyết áp; đau ngực; đau đầu; tiêu chảy; lo lắng; nhịp tim không đều; dịch trong phổi; buồn nôn (cảm giác khó chịu tại dạ dày); run; động kinh; tăng đường máu; hạ kali máu,,,,,,,,,
Bổ sung sắt,topic,[],bổ sung sắt đặc biệt quan trọng đối với phụ nữ mang thai bị thiếu máu; hemoglobin vận chuyển oxy đến tất cả mô và cơ quan trong cơ thể; có một số xét nghiệm máu cho phụ nữ trong thai kỳ; một trong số đó là đo nồng độ sắt,,điều trị bằng cách bổ sung sắt,,,,,thai phụ có thể đã nhận được đủ lượng sắt trong chế độ ăn hàng ngày; thiếu máu thiếu sắt có thể được phát hiện sớm; thực phẩm bổ sung sắt tổng hợp có sẵn dạng viên nén hoặc thuốc nhỏ giọt; thiếu máu nặng hiếm gặp ở phụ nữ khỏe mạnh với chế độ ăn cân đối,,các chuyên gia khuyên có thể bổ sung sắt 1-2 lần/tuần thay vì mỗi ngày để giảm tác dụng phụ,nồng độ hemoglobin giảm thấp được coi là thiếu máu; thiếu máu nặng có thể làm suy yếu hệ miễn dịch; thiếu máu nặng có thể tăng nguy cơ nhiễm trùng; thiếu máu nặng có thể làm gia tăng nguy cơ nhẹ cân cho thai nhi; không ảnh hưởng đến sinh non; không ảnh hưởng đến nhiễm trùng
Cấy que tránh thai,topic,[],,chảy máu bất thường; nhức đầu; tăng cân; mụn; trầm cảm; tâm trạng bất ổn,,,,,,có tác dụng ngừa thai trong 3 năm; khả năng sinh sản trở lại ngay sau khi lấy que ra,,,
rụng tóc hàng loạt sau sinh 3 tháng,symptom,[],,,,,,,,thường trở lại bình thường sau 6 tháng sau sinh; tóc mọc lại sau 3–6 tháng,,,
Loạn sản phế quản – phổi ở trẻ sinh non,disease,[],,tăng lượng dịch trong phổi,,trẻ sinh non; trẻ được điều trị bằng máy thở,,,,gây hại và tổn thương cho phổi,,,
Magnesium sulfate,topic,[],,mệt mỏi; buồn nôn; nôn; đau đầu; đỏ da; nhồi máu cơ tim; dịch trong phổi; buồn ngủ; thở chậm; yếu cơ; giảm nồng độ canxi; các vấn đề về xương; các vấn đề hô hấp; khô môi; nhìn đôi; nói lắp; đổ mồ hôi nhiều,,,,,,,,,bại não do sinh rất non
Bệnh huntington,disease,[],,mất kiểm soát các chuyển động cơ thể; mất kiểm soát chức năng tinh thần,,,,một rối loạn chi phối tự phát gây mất kiểm soát các chuyển động cơ thể và chức năng tinh thần,,,,,
Dụng cụ tử cung (iud),subtopic,[],,,,,,,,loại hiện đại an toàn hơn loại truyền thống,,thường khuyên dùng cho phụ nữ đã có con,viêm vùng chậu; thai ngoài tử cung
Hiệu quả khởi phát chuyển dạ,subtopic,[],,,,,,,,,,,khởi phát chuyển dạ không thành công
Nguy cơ trẻ sinh trước 39 tuần,topic,[],,,,,Chuyển dạ theo ý muốn,,,,,,không phát triển đầy đủ; gặp phải những vấn đề sức khỏe sớm; gặp phải những vấn đề sức khỏe muộn; gây ra hậu quả về lâu về dài
Chọc ối nhân tạo (arm),subtopic,[],,đau hơn,,,,,,việc chọc ối thường là đủ để gây ra những cơn co mạnh và đều hơn; hộ sinh hoặc bác sĩ của bạn sẽ tạo một lỗ nhỏ trên màng ối trong lúc khám âm đạo,,hộ sinh sẽ đề nghị bạn sử dụng giảm đau,
Vaccine chống virus papilloma ở người,topic,[],Giúp phát hiện sớm tổn thương tiền ung thư; phòng ngừa mụn cóc sinh dục và ung thư cổ tử cung; phòng ngừa ung thư cổ tử cung. Hiệu quả gần 100% trong ngăn ngừa tổn thương tiền ung thư và mụn cóc sinh dục,mệt mỏi; buồn nôn; chóng mặt; đau đầu; mụn cóc sinh dục; đau tại chỗ tiêm; ngất xỉu; đau ở cánh tay,,virus papilloma ở người (hpv) lây qua tiếp xúc da – da; virus papilloma ở người (hpv) lây qua quan hệ tình dục âm đạo; virus papilloma ở người (hpv) lây qua quan hệ tình dục hậu môn; virus papilloma ở người (hpv) lây qua quan hệ tình dục miệng; HPV 6; HPV 11; HPV 16; HPV 18; quan hệ tình dục âm đạo; quan hệ tình dục hậu môn; quan hệ tình dục miệng; HPV xâm nhập tế bào cổ tử cung,,,,có hơn 100 type HPV; các triệu chứng thường nhẹ và tự hết; làm thay đổi bất thường cấu trúc tế bào; quá trình tiến triển kéo dài nhiều năm,hiệu quả gần 100% trong ngăn ngừa tổn thương tiền ung thư và mụn cóc sinh dục do các type này,vaccine hiệu quả nhất khi tiêm trước khi có quan hệ tình dục và trước khi phơi nhiễm HPV; tiêm 3 liều trong 6 tháng; không dùng cho phụ nữ mang thai; có thể dùng cho phụ nữ cho con bú,ung thư cổ tử cung; ung thư âm hộ; ung thư âm đạo; ung thư hậu môn; ung thư dương vật; ung thư vùng đầu cổ; quá trình tiến triển kéo dài nhiều năm có thể dẫn đến ung thư cổ tử cung; có thể dẫn đến ung thư cổ tử cung
Siêu âm doppler động mạch rốn,topic,[],,,,,,,,một kết quả siêu âm bình thường là kết quả cho thấy lượng máu lưu thông bình thường trong động mạch rốn,,,
Thắt ống dẫn trứng,topic,[],,buồn nôn; chóng mặt; đầy hơi; đau vai; mệt; đau bụng nhẹ,vòi tử cung có thể bị buộc và cắt; đốt điện; kẹp bằng vòng hoặc cặp kim loại; thỉnh thoảng cắt bỏ một đoạn nhỏ; gây mê toàn thân; gây tê vùng; gây tê tại chỗ; an thần tĩnh mạch,,,,,gây mê toàn thân không đau nhưng có nhiều nguy cơ hơn; thường mất khoảng 2 ngày để phục hồi sau phẫu thuật và 1 tuần để trở lại bình thường; kinh nguyệt vẫn có; nếu trước đó không đều thì sau phẫu thuật vẫn không đều,,cần tránh mang vác nặng trong thời gian hồi phục; nếu triệt sản sau sinh thì có thể cần ít nhất 4 tuần,
đau nhức xương chậu,symptom,[],,Ba tháng cuối,,,,,,,,,
tránh tiếp xúc với phân mèo và thịt sống để phòng toxoplasmosis,prevention,[],,,,,,,,,Chăm sóc bản thân,,
Tiêm ngừa,topic,[],tiêm phòng là việc cực kỳ quan trọng trong bảo vệ sức khoẻ của cá nhân và cộng đồng; loại này đôi khi được tiêm trong thai kỳ; có thể tiêm trước tuần thứ 20 của thai kì,,,bà mẹ mang thai nhiễm virus viêm gan siêu vi B bị viêm gan siêu vi cấp tính,,,,những thông tin dưới đây sẽ giúp bạn biết rõ hơn; có dạo mình nghe lao xao thông tin vaccine gây tự kỷ ở trẻ,mmr: vaccine 3 trong 1 phòng bệnh sởi – quai bị – rubella. loại này cần cho cả người lớn và trẻ em.; trước khi có thai bạn nên xét nghiệm tầm soát và tiêm dự phòng; trong khi có thai vẫn tiếp tục tiêm tiếp được,vaccine nào cần tiêm trước mang thai? vaccine nào tiêm được khi đang mang thai và loại nào thì không?; vaccine ngừa cúm đã được chứng minh là an toàn cho thai kỳ và được khuyến cáo tiêm ở các nước (riêng nước mình thì chưa); các đồng thuận và khuyến cáo của các hiệp hội Y khoa uy tín trên thế giới đều công bố không có mối liên quan,nhiễm rubella khi mang thai có thể gây nên hậu quả rất nghiêm trọng cho em bé.; muộn hơn có thể là nguy cơ gây xơ gan hay ung thư gan sau khi trẻ được ra đời
Thụ tinh trong ống nghiệm,topic,[],,,,có ống dẫn trứng bị tắc nghẽn hoặc lạc chỗ; chồng có số lượng tinh trùng quá ít; không thể có thai bằng các phương pháp điều trị khác,,,,nó bao gồm các bước sau: người phụ nữ được tiêm hormone trong vài tuần. việc này giúp buồng trứng sẵn sàng vào giai đoạn rụng trứng.,,,
